eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord,shotAssist
reception,successful,regular,1416.9333,eastPoint,oz,powerPlay,0,311,112050,80264,37.53051758,28.41470337,0
pass,successful,north,1420.4,outsideNorthEast,oz,powerPlay,0,311,112050,80264,67.20404053,33.94705963,0
reception,successful,regular,1421.4667,outsideNorthEast,oz,powerPlay,0,311,109964,80264,84.80699158,12.32058716,0
pass,successful,south,1422.6666,outsideNorthEast,oz,powerPlay,0,311,109964,80264,84.30404663,30.92941284,0
reception,successful,regular,1423.7,eastPoint,oz,powerPlay,0,311,94531,80264,31.99816895,36.46176147,0
pass,successful,eastwest,1424.0667,eastPoint,oz,powerPlay,0,311,94531,80264,31.99816895,31.43235016,0
reception,successful,regular,1425.2,westPoint,oz,powerPlay,0,311,111452,80264,36.021698,-31.4352932,0
pass,successful,eastwest,1425.2333,westPoint,oz,powerPlay,0,311,111452,80264,35.01580811,-30.42941284,0
reception,successful,regular,1426.0667,centerPoint,oz,powerPlay,0,311,94531,80264,35.51875305,9.302940369,0
pass,successful,slot,1427.3334,centerPoint,oz,powerPlay,0,311,94531,80264,44.0687561,-5.785293579,0
reception,successful,regular,1427.6333,innerSlot,oz,powerPlay,0,311,112050,80264,69.21580505,-0.252941132,0
shot,failed,slot,1427.6666,innerSlot,oz,powerPlay,0,311,112050,80264,69.71875,-1.258823395,1
pass,successful,south,1429.8334,outsideNorthEast,oz,powerPlay,0,311,109964,80264,89.83639526,27.40882111,0
reception,successful,regular,1430.7333,outsideNorthEast,oz,powerPlay,0,311,112050,80264,81.28639221,23.888237,0
pass,successful,north,1435.4667,outsideNorthEast,oz,powerPlay,0,311,112050,80264,77.76580811,30.4264679,0
reception,successful,regular,1436.2333,outsideNorthEast,oz,powerPlay,0,311,370192,80264,83.29815674,34.95294189,0
pass,successful,south,1436.4333,outsideNorthEast,oz,powerPlay,0,311,370192,80264,82.79522705,36.46176147,0
reception,successful,regular,1437.6333,eastPoint,oz,powerPlay,0,311,94531,80264,29.98640442,33.44411469,0
shot,failed,outsideblocked,1440.4333,centerPoint,oz,powerPlay,0,311,94531,80264,36.021698,-5.282352448,1
pass,successful,d2d,1450.9333,outsideNorthWestDZ,dz,powerPlay,0,311,5152,80264,-98.26360321,1.758823395,0
reception,successful,regular,1451.6666,outsideNorthWestDZ,dz,powerPlay,0,311,94531,80264,-96.25183868,2.261764526,0
pass,successful,d2d,1455.3334,centerPointDZ,dz,powerPlay,0,311,94531,80264,-36.40184021,-0.755882263,0
reception,successful,regular,1457.4333,outsideNorthWestDZ,dz,powerPlay,0,311,370192,80264,-61.04595566,24.39117432,0
pass,successful,north,1460.5667,northCenterNZ,nz,powerPlay,0,311,370192,80264,9.36580658,21.37352753,0
reception,successful,regular,1461.1,northEastBoardsNZ,nz,powerPlay,0,311,112050,80264,18.41874695,40.98823547,0
pass,successful,northoffboards,1461.7667,eastPoint,oz,powerPlay,0,311,112050,80264,39.5422821,40.48529053,0
reception,successful,regular,1463.5667,outsideNorthEast,oz,powerPlay,0,311,370192,80264,83.80110168,36.96470642,0
pass,successful,southoffboards,1464.7333,outsideNorthEast,oz,powerPlay,0,311,370192,80264,94.36286926,27.91176605,0
reception,successful,regular,1466.6333,eastPoint,oz,powerPlay,0,311,94531,80264,34.00993347,40.98823547,0
pass,successful,north,1467.8,eastPoint,oz,powerPlay,0,311,94531,80264,31.495224,26.40293884,0
reception,successful,regular,1468.6333,outsideNorthEast,oz,powerPlay,0,311,370192,80264,62.67756653,37.97058868,0
shot,failed,slot,1469.5667,eastOuterSlot,oz,powerPlay,0,311,370192,80264,62.17463684,19.86470795,1
pass,successful,north,1473.2667,outsideNorthWest,oz,powerPlay,0,311,109964,80264,68.71286011,-28.41764641,0
reception,successful,regular,1474.2667,outsideNorthWest,oz,powerPlay,0,311,112050,80264,82.2922821,-21.37647057,0
pass,successful,slot,1475.8667,outsideNorthWest,oz,powerPlay,0,311,112050,80264,77.26286316,-21.8794117,0
reception,successful,regular,1476.2667,innerSlot,oz,powerPlay,0,311,111452,80264,68.20993042,-1.761764526,0
pass,failed,slot,1477.9333,eastOuterSlot,oz,powerPlay,0,311,111452,80264,73.74227905,14.33235168,0
pass,successful,north,1482.4,outsideNorthEast,oz,powerPlay,0,311,111452,80264,71.22756958,39.98235321,0
reception,successful,regular,1482.9667,outsideNorthEast,oz,powerPlay,0,311,370192,80264,82.79522705,36.46176147,0
pass,successful,south,1486.1,outsideNorthEast,oz,powerPlay,0,311,370192,80264,63.68345642,37.97058868,0
reception,successful,regular,1486.8,eastPoint,oz,powerPlay,0,311,94531,80264,27.47169495,18.85882187,0
pass,successful,north,1487.2333,eastPoint,oz,powerPlay,0,311,94531,80264,32.50109863,18.35588074,0
reception,successful,regular,1488.0333,outsideNorthEast,oz,powerPlay,0,311,370192,80264,55.13345337,40.48529053,0
shot,failed,outside,1489.1666,outsideNorthEast,oz,powerPlay,0,311,370192,80264,65.68736267,27.91176605,1
pass,successful,eastwest,1493.5667,westPoint,oz,powerPlay,0,311,112050,80264,50.10404968,-36.46470642,0
reception,successful,regular,1494.2333,eastPoint,oz,powerPlay,0,311,370192,80264,51.61286926,22.88235474,0
pass,successful,eastwest,1499.6333,outsideNorthEast,oz,powerPlay,0,311,370192,80264,54.11972046,32.43823242,0
reception,successful,regular,1500.6666,westPoint,oz,powerPlay,0,311,112050,80264,52.10795593,-26.40588188,0
pass,successful,eastwest,1500.9,westPoint,oz,powerPlay,0,311,112050,80264,53.11383057,-24.89705849,0
reception,successful,regular,1501.6666,centerPoint,oz,powerPlay,0,311,94531,80264,31.99031067,13.32646942,0
shot,failed,outside,1501.7667,eastPoint,oz,powerPlay,0,311,94531,80264,32.49324036,14.83529282,1
pass,failed,north,1508.1333,southEastBoardsNZ,nz,shortHanded,0,315,121680,5152,-12.87854004,37.47058868,0
pass,successful,north,1509.8334,southCenterNZ,nz,shortHanded,0,315,400162,5152,-5.33441925,6.288234711,0
reception,successful,regular,1510.3,northCenterNZ,nz,shortHanded,0,315,121680,5152,23.83616638,4.779411316,0
pass,failed,northoffboards,1514.3334,innerSlot,oz,shortHanded,0,315,121680,5152,82.68028259,-8.297058105,0
pass,failed,outlet,1526.0667,eastPointDZ,dz,shortHanded,0,315,20775372,5152,-44.56382751,-37.46764374,0
pass,successful,d2doffboards,1537.7,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-95.86383057,-21.37352753,0
reception,successful,regular,1539,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-93.85206604,24.89705849,0
pass,successful,outletoffboards,1539.0333,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-93.85206604,24.89705849,0
reception,successful,regular,1540.2667,outsideNorthWestDZ,dz,evenStrength,0,315,82048,5152,-55.12559509,37.97352982,0
pass,failed,outletoffboards,1540.3334,outsideNorthWestDZ,dz,evenStrength,0,315,82048,5152,-55.12559509,37.97352982,0
pass,failed,outlet,1546.7667,westOuterSlotDZ,dz,evenStrength,0,315,884,5152,-63.1726532,1.761764526,0
pass,failed,slot,1548.6666,outsideNorthEast,oz,evenStrength,0,311,5814,80264,89.82853699,9.8058815,0
pass,successful,outletoffboards,1549.7333,innerSlotDZ,dz,evenStrength,0,315,79380,5152,-76.24913025,4.779411316,0
reception,successful,regular,1551.6666,southEastBoardsNZ,nz,evenStrength,0,315,82048,5152,-7.346179962,37.9734993,0
pass,failed,north,1551.7,southEastBoardsNZ,nz,evenStrength,0,315,82048,5152,-7.346179962,37.9734993,0
pass,successful,d2d,1554.5333,centerPointDZ,dz,evenStrength,0,311,6588,80264,-49.98910904,14.83529282,0
reception,successful,regular,1555.3667,eastOuterSlotDZ,dz,evenStrength,0,311,446706,80264,-57.53322601,-15.34117699,0
pass,successful,outlet,1557.6,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-55.52146149,-36.46470642,0
reception,successful,regular,1558.1,southCenterNZ,nz,evenStrength,0,311,5814,80264,-11.76557922,-15.84411812,0
pass,successful,stretch,1560.2,westPointDZ,dz,evenStrength,0,315,79380,5152,-35.01580811,23.89117622,0
reception,successful,regular,1560.7667,northCenterNZ,nz,evenStrength,0,315,110856,5152,5.722427368,-9.302940369,0
pass,successful,d2doffboards,1566.0667,outsideNorthEastDZ,dz,evenStrength,0,311,5814,80264,-92.73124695,-28.92058754,0
reception,successful,regular,1567.2667,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-95.24595642,21.37352753,0
pass,successful,d2d,1573.2333,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-95.74889374,-2.264705658,0
reception,successful,regular,1574,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-84.18125153,-34.95588303,0
pass,failed,stretchoffboards,1575.4,outsideNorthEastDZ,dz,evenStrength,0,311,446706,80264,-63.56066132,-30.42941284,0
pass,successful,eastwest,1584.3667,southCenterNZ,nz,evenStrength,0,315,400162,5152,-22.442276,-3.770587921,0
reception,successful,regular,1585.0333,northEastBoardsNZ,nz,evenStrength,0,315,81408,5152,13.26654053,36.96764755,0
pass,failed,slot,1587.4,eastPoint,oz,evenStrength,0,315,81408,5152,46.96360397,35.96176529,0
pass,successful,south,1591.7,outsideNorthWest,oz,powerPlay,0,315,10534,5152,62.05183792,-38.473526,0
reception,successful,regular,1592.2667,westPoint,oz,powerPlay,0,315,81408,5152,32.88124847,-34.95294189,0
pass,successful,eastwest,1592.7333,westPoint,oz,powerPlay,0,315,81408,5152,30.86948395,-27.40882111,0
reception,successful,regular,1593.2667,centerPoint,oz,powerPlay,0,315,79380,5152,31.87536621,11.82058716,0
pass,failed,slot,1594.2333,centerPoint,oz,powerPlay,0,315,79380,5152,34.893013,12.32352829,0
pass,successful,south,1596.9,outsideNorthEast,oz,powerPlay,0,315,78625,5152,93.23419189,26.90882301,0
reception,successful,regular,1597.4,outsideNorthEast,oz,powerPlay,0,315,80518,5152,70.60183716,38.47647095,0
pass,successful,south,1597.6,outsideNorthEast,oz,powerPlay,0,315,80518,5152,71.1047821,39.48235321,0
reception,successful,regular,1597.9333,outsideNorthEast,oz,powerPlay,0,315,10534,5152,67.08125305,25.39999962,0
pass,successful,south,1604.0667,eastPoint,oz,powerPlay,0,315,79380,5152,32.88124847,30.42941284,0
reception,successful,regular,1604.6,centerPoint,oz,powerPlay,0,315,80518,5152,29.86360168,12.32352829,0
pass,successful,eastwest,1605.1333,centerPoint,oz,powerPlay,0,315,80518,5152,30.86948395,1.258823395,0
reception,successful,regular,1605.7,westPoint,oz,powerPlay,0,315,81408,5152,52.49595642,-28.91764832,0
pass,failed,slot,1605.7667,outsideNorthWest,oz,powerPlay,0,315,81408,5152,54.50772095,-28.91764832,0
reception,failed,regular,1606.3,innerSlot,oz,powerPlay,0,315,78625,5152,81.66654205,6.791175842,0
pass,successful,northoffboards,1611.1333,outsideNorthWest,oz,powerPlay,0,315,80518,5152,91.72536469,-2.261764526,0
reception,successful,regular,1613.7667,eastPoint,oz,powerPlay,0,315,79380,5152,52.99889755,40.48823547,0
pass,successful,northoffboards,1615.8,outsideNorthEast,oz,powerPlay,0,315,79380,5152,65.57242584,41.49411774,0
reception,successful,regular,1616.8334,outsideNorthEast,oz,powerPlay,0,315,78625,5152,98.76654053,18.35882378,0
pass,failed,southoffboards,1617.3,outsideNorthEast,oz,powerPlay,0,315,78625,5152,98.26360321,21.8794117,0
pass,successful,d2d,1623.8667,outsideNorthWestDZ,dz,powerPlay,0,315,80264,5152,-87.31382751,25.39999962,0
reception,successful,regular,1626.1333,outsideNorthWestDZ,dz,powerPlay,0,315,80518,5152,-93.34912109,12.32352829,0
pass,successful,outlet,1628.4,outsideNorthEastDZ,dz,powerPlay,0,315,80518,5152,-86.81089783,-30.4264679,0
reception,successful,regular,1629.4,centerPointDZ,dz,powerPlay,0,315,79380,5152,-51.60501099,16.34705925,0
pass,successful,d2d,1630.1,centerPointDZ,dz,powerPlay,0,315,79380,5152,-50.59912109,7.797058105,0
reception,successful,regular,1631.8334,outsideNorthEastDZ,dz,powerPlay,0,315,78625,5152,-79.26676941,-36.46176147,0
pass,successful,eastwest,1635.4,southCenterNZ,nz,powerPlay,0,315,78625,5152,-14.89030457,-8.799999237,0
reception,successful,regular,1635.7667,southCenterNZ,nz,powerPlay,0,315,80518,5152,-0.807952881,7.797058105,0
pass,failed,ozentry,1636.7333,northCenterNZ,nz,powerPlay,0,315,80518,5152,20.31558228,9.3058815,0
pass,failed,northoffboards,1638.4333,eastPoint,oz,powerPlay,0,315,80518,5152,45.96557999,39.48235321,0
pass,failed,d2doffboards,1640.9333,outsideNorthEastDZ,dz,shortHanded,0,311,1731661,80264,-94.24007416,-26.40588188,0
pass,successful,north,1645.1666,outsideNorthWest,oz,powerPlay,0,315,78625,5152,92.73910522,-26.90588379,0
reception,successful,regular,1645.9333,outsideNorthEast,oz,powerPlay,0,315,80518,5152,97.26557922,13.83235359,0
shot,successful,outside,1649.9333,outsideNorthEast,oz,powerPlay,0,315,80518,5152,80.16558075,24.39411736,1
pass,successful,d2d,1657.3667,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-79.76971436,-35.45587921,0
reception,successful,regular,1658.4333,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-82.28442383,-28.41470337,0
pass,failed,stretch,1663.5667,centerPointDZ,dz,powerPlay,0,315,79380,5152,-44.56382751,5.785293579,0
reception,failed,regular,1664.5667,northCenterNZ,nz,powerPlay,0,315,82048,5152,21.32146454,-5.279411316,0
pass,failed,south,1668.7333,outsideNorthWest,oz,powerPlay,0,315,82048,5152,81.17146301,-33.94705963,0
pass,successful,south,1672.3667,westOuterSlot,oz,powerPlay,0,315,78625,5152,69.10087585,-22.37940979,0
reception,successful,regular,1672.4,westPoint,oz,powerPlay,0,315,81408,5152,37.41558075,-36.46176147,0
pass,successful,eastwest,1673.8667,westPoint,oz,powerPlay,0,315,81408,5152,32.38616943,-28.41470337,0
reception,successful,regular,1674.7,centerPoint,oz,powerPlay,0,315,79380,5152,30.87734222,8.299999237,0
shot,successful,outside,1676.6,centerPoint,oz,powerPlay,1,315,79380,5152,46.97146225,10.8147049,1
pass,successful,south,1687.1666,southCenterNZ,nz,powerPlay,0,315,79380,5152,-8.855010033,17.35289955,0
reception,successful,regular,1688.4,centerPointDZ,dz,powerPlay,0,315,78625,5152,-47.58148193,-12.32058716,0
pass,failed,south,1694.1666,outsideNorthEast,oz,powerPlay,0,315,80518,5152,85.69789886,37.9734993,0
pass,successful,north,1697,westOuterSlot,oz,powerPlay,0,315,81408,5152,58.53910828,-16.84705734,0
reception,successful,regular,1697.6333,outsideNorthWest,oz,powerPlay,0,315,78625,5152,84.69204712,-11.3147049,0
pass,successful,southoffboards,1700,outsideNorthWest,oz,powerPlay,0,315,78625,5152,69.60381317,-36.96470642,0
reception,successful,regular,1700.8667,westPoint,oz,powerPlay,0,315,81408,5152,40.43322754,-29.42058563,0
pass,failed,northoffboards,1701.3667,westPoint,oz,powerPlay,0,315,81408,5152,41.4391098,-31.43235016,0
pass,successful,d2d,1710.8334,outsideNorthEastDZ,dz,powerPlay,0,315,80264,5152,-91.84030151,-4.273529053,0
reception,successful,regular,1711.9333,outsideNorthEastDZ,dz,powerPlay,0,315,79380,5152,-95.36088562,-1.255882263,0
pass,successful,stretch,1714.7333,centerPointDZ,dz,powerPlay,0,315,79380,5152,-49.09030151,17.35294151,0
reception,successful,regular,1715.6,northCenterNZ,nz,powerPlay,0,315,78625,5152,3.215576172,9.3058815,0
pass,successful,north,1719.8,westPoint,oz,powerPlay,0,315,78625,5152,31.38028717,-31.9352951,0
reception,successful,regular,1720.7,centerPoint,oz,powerPlay,0,315,80518,5152,36.91263962,-8.297058105,0
pass,successful,south,1722.7667,outsideNorthWest,oz,powerPlay,0,315,80518,5152,78.65675354,-26.40293884,0
reception,successful,regular,1723.2333,outsideNorthWest,oz,powerPlay,0,315,81408,5152,67.59204865,-37.97058868,0
pass,failed,slot,1723.9333,outsideNorthWest,oz,powerPlay,0,315,81408,5152,68.09498596,-36.46176147,0
pass,successful,northoffboards,1726.9667,outsideNorthEast,oz,powerPlay,0,315,79380,5152,82.1772995,37.9734993,0
reception,successful,regular,1727.8,outsideNorthEast,oz,powerPlay,0,315,80518,5152,90.7273407,30.42941284,0
pass,failed,southoffboards,1728,outsideNorthEast,oz,powerPlay,0,315,80518,5152,90.7273407,29.92647171,0
pass,successful,south,1730.3667,outsideNorthEast,oz,powerPlay,0,315,80518,5152,78.65675354,37.97352982,0
reception,successful,regular,1731.6,centerPoint,oz,powerPlay,0,315,79380,5152,28.36260033,4.779409885,0
pass,successful,north,1732.3667,centerPoint,oz,powerPlay,0,315,79380,5152,31.88319969,3.773530006,0
reception,successful,regular,1733.2,eastPoint,oz,powerPlay,0,315,79380,5152,34.90087128,30.42941284,0
pass,successful,eastwest,1733.8334,eastPoint,oz,powerPlay,0,315,79380,5152,35.40381622,26.90882301,0
reception,successful,regular,1734.6666,outsideNorthWest,oz,powerPlay,0,315,81408,5152,65.0773468,-24.39117432,0
shot,failed,slot,1735.3334,westOuterSlot,oz,powerPlay,0,315,81408,5152,68.59793091,-19.86470795,1
pass,successful,south,1738.9,outsideNorthEast,oz,powerPlay,0,315,80518,5152,69.10087585,40.48823547,0
reception,successful,regular,1740.1333,eastPoint,oz,powerPlay,0,315,79380,5152,29.86360168,22.38235283,0
pass,successful,eastwest,1741.0333,eastPoint,oz,powerPlay,0,315,79380,5152,32.37831116,22.88529396,0
reception,successful,regular,1741.7,westPoint,oz,powerPlay,0,315,81408,5152,52.49595642,-27.40882111,0
pass,successful,eastwest,1741.7333,westPoint,oz,powerPlay,0,315,81408,5152,51.49007416,-27.40882111,0
reception,successful,regular,1742.6,eastPoint,oz,powerPlay,0,315,80518,5152,52.99889755,31.4352932,0
pass,successful,south,1744.3,eastOuterSlot,oz,powerPlay,0,315,80518,5152,58.53125,21.8794117,0
reception,successful,regular,1745.1666,centerPoint,oz,powerPlay,0,315,79380,5152,31.87536621,1.761764526,0
pass,failed,slot,1745.2,centerPoint,oz,powerPlay,0,315,79380,5152,32.37831116,0.252941132,0
pass,successful,outletoffboards,1747.3334,outsideNorthWestDZ,dz,shortHanded,0,311,108339,80264,-87.19889832,23.888237,0
reception,successful,regular,1748.8,outsideNorthWestDZ,dz,shortHanded,0,311,2546838,80264,-68.08712769,39.47940826,0
pass,successful,outlet,1758.7,centerPointDZ,dz,powerPlay,0,315,80518,5152,-46.08052063,-9.302940369,0
reception,successful,regular,1759.4333,southWestBoardsNZ,nz,powerPlay,0,315,81408,5152,-5.845222473,-39.98235321,0
pass,successful,south,1762.1,outsideNorthWest,oz,powerPlay,0,315,81408,5152,55.01066208,-26.90588379,0
reception,successful,regular,1762.4667,centerPoint,oz,powerPlay,0,315,884,5152,51.49007416,-1.758823395,0
shot,failed,outside,1762.6333,centerPoint,oz,powerPlay,0,315,884,5152,50.98713303,-2.764705658,1
pass,failed,outletoffboards,1767.9333,outsideNorthWestDZ,dz,shortHanded,0,311,446706,80264,-85.18713379,32.43823242,0
pass,successful,outlet,1774.8334,centerPointDZ,dz,powerPlay,0,315,884,5152,-28.47756958,-6.788234711,0
reception,successful,regular,1776.1333,southWestBoardsNZ,nz,powerPlay,0,315,110856,5152,-8.359924316,-25.90000153,0
pass,successful,northoffboards,1780.1666,outsideNorthWest,oz,powerPlay,0,315,110856,5152,73.11654663,-39.47940826,0
reception,successful,regular,1781.7,outsideNorthEast,oz,powerPlay,0,315,884,5152,92.73124695,30.93235207,0
pass,successful,south,1782.4,outsideNorthEast,oz,powerPlay,0,315,884,5152,91.72536469,30.42941284,0
reception,successful,regular,1783.1,outsideNorthEast,oz,powerPlay,0,315,126723,5152,55.51360321,33.95000076,0
pass,successful,south,1783.7,outsideNorthEast,oz,powerPlay,0,315,126723,5152,66.57830811,34.45294189,0
reception,successful,regular,1784.6333,eastPoint,oz,powerPlay,0,315,82048,5152,47.4665451,26.90882301,0
